`SKU`;`ProductName`;`Manufacturer`;`ProductDescription1`;`ProductDescription2`;`SubModelDescription`;`MainImageURL`;`ShippingWeight`;`Caliber`;`Velocity`;`Parentage`;`ParentSKU`;`MSRP`;`MAP`;`InStockDate`;`InStockQuantity`;`QBItem`;`WNet`;`SmallImageURL`;`Category`;`UPC`;`BuyButtonDisabled
`
`PY-916`;`KJ Works MK1 Gas Non-Blowback Airsoft Pistol `;`KJ Works`;`The KJ Mk1 is the great gun for reliability, quality, performance, and practicality. Beautiful and realistic, this very powerful non-blowback pistol optimal for skirmishing. Construction: This is the latest version of the Mk.1 so it has the metal hop up.Solidly built with all metal internals encased in a heavy duty ABS plastic frame the Mk.1 is a very sturdy and reliable sidearm.Metal parts include a full size removable magazine, rear sights, and trigger. A large plume of gas discharges from the barrel with each shot. The magazine holds 16 rounds.  Velocities range from 370-398 fps as tested by our Tech department.`;``;``;`http://www.pyramydair.com/images/KJ-Works-MK1-Gas-Non-Blowback-Airsoft-Pistol_KJ-MK1.jpg`;`1.41`;`0.24`;`390.00`;`model`;``;`79.90`;`39.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/KJ-Works-MK1-Gas-Non-Blowback-Airsoft-Pistol_KJ-MK1_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1005`;`UTG Master Sniper Airsoft Kit, Black`;`UTG`;`Superior Performance Upgrade with New Gen Bolt Spring UTG Sniper Rifle Accushot Competition Master with Upgraded Gen. 5 Bolt FPS: 450~460 with 0.2g BBs, Bipod, Airsoft Gun - The majority of this gun is metal.  Only the stock and trigger guard are ABS, the rest of the gun (barrel, trigger, receiver, ris rails, bolt and bolt handle) is metal - The gun alone is 6.5 lbs in weight, with attached accessories this gun is quite a handful, with all accessories, it weighs over 9 pounds!  - Rubber coated bolt handle - Stock length is adjustable by adding 1 to 3 spacers behind the rubber butt pad  - functional adjustable hop-up switch - Ultra low noise firing ideal for sniping campaigns - Full metal  weaver rail bi-pod included.- Tactical Sling Included - Two 25 round magazines included - Compact loading tool included - Mechanism: Bolt action spring - New SILENT Bolt makes this the quietest airsoft gun around for IDEAL sniping.  - Compatible with .20, .25, .28, 0.43 g BBs- Length 42-43.5 Inches - Effective range 200-220 feet - Comes with orange paint on the muzzle`;``;``;`http://www.pyramydair.com/images/SOFT-M324S-B_scope_lg.jpg`;`5.90`;`0.24`;`460.00`;`model`;``;`169.95`;`127.99`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SOFT-M324S-B_scope_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1014`;`M47A2 Double Eagle Collapsible Stock Shotgun`;`TSD`;`Quality, heavyweight Tactical Shotgun. UTG Clones. Heavy construction with a solid pump action feel. Magazine holds 15 rounds. Comes with a Red Cross Scope  and Tactical Flashlight that attaches to the RIS Tactical Rails.Laser is not included`;``;`M47A2 Shotgun - Pump Action`;`http://www.pyramydair.com/images/SDM47D.jpg`;`3.44`;`0.24`;`300.00`;``;``;`39.95`;`29.95`;``;`100`;`SDSM47D2`;`21.03`;`http://www.pyramydair.com/images/SDM47Ds.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1213`;`UTG Type 96 Black Airsoft Sniper Rifle with Scope`;`UTG`;`Count on the UTG Type 96 Black Airsoft Sniper Rifle to deliver an awesome performance with every shot in the battlefield. This awesome gun sports high end components, and is extremely effective in long range shooting situations. The gun features a picatinny mounting rail system for attaching optional riflescopes, a high capacity 23 Rd magazine, and a shot velocity of 480 fps. An adjustable hop-up system allows airgunners to enjoy a consistent and accurate shooting experience. Airsoft enthusiasts looking for a sniper rifle with a great balance of looks, power, and precision, look no further. This gun has it all! The UTG Type 96 Black Airsoft Sniper Rifle comes with: Tri Rail Quick Release Bi-pod Adapter, UTG Weaver Rail Bi-pod, UTG Speedloader.       Features: Adjustable Hop-up System One Piece Precision Metal Barrel High Power Pin-Point Accuracy Performance ABS Plastic Stock `;``;``;`http://www.pyramydair.com/images/UTG-Type-96-Black-Airsoft-Sniper-Rifle-with-Scope_LESOFT-S368BH.jpg`;`7.03`;`0.24`;`480.00`;`model`;``;`229.95`;`174.99`;``;``;``;`0.00`;`http://www.pyramydair.com/images/UTG-Type-96-Black-Airsoft-Sniper-Rifle-with-Scope_LESOFT-S368BH_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1237`;`UTG Master Sniper Green Airsoft Kit`;`UTG`;`Spring UTG Sniper Rifle Accushot Competition Master with Upgraded Gen. 5 Bolt FPS-460 with 0.2g BBs, Bipod, Airsoft Gun - The majority of this gun is metal.  Only the stock and trigger guard are ABS, the rest of the gun (barrel, trigger, receiver, ris rails, bolt and bolt handle) is metal - The gun alone is 6.5 lbs in weight, with attached accessories this gun is quite a handful, with all accessories, it weighs over 9 pounds!  - Rubber coated bolt handle - Stock length is adjustable by adding 1 to 3 spacers behind the rubber butt pad  - functional adjustable hop-up switch - Ultra low noise firing ideal for sniping campaigns - Full metal  weaver rail bi-pod included.- Tactical Sling Included - Two 25 round magazines included - Compact loading tool included - Mechanism: Bolt action spring - New SILENT Bolt makes this the quietest airsoft gun around for IDEAL sniping.  - Compatible with .20, .25, .28, 0.43 g BBs- Length 42-43.5 Inches - Effective range 170-200 feet - Comes with orange paint on the muzzle`;``;``;`http://www.pyramydair.com/images/SOFT-M324SG-B_scope_lg.jpg`;`5.90`;`0.24`;`460.00`;`model`;``;`174.95`;`129.99`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SOFT-M324SG-B_scope_sm.jpg`;`AIRSOFT GUNS`;`4712274524859`;`false
`
`PY-1251`;`UTG Type 96 Green Sniper Airsoft Rifle w/ Scope`;`UTG`;`The UTG Type 96 Green Airsoft Kit is the complete package for aspiring airsoft snipers. Featured in this package is the awesome UTG Type 96 sniper rifle. This high-powered gun excels in long range shooting, and features a 23 Rd magazine, a shot velocity of 480 fps (using .20g BBs), and a picatinny rail mounting system. The UTG Type 96 Green Airsoft Kit also includes a tri rail quick release bi-pod adapter, Spare 23 Rd Magazine, UTG Weaver Rail Bi-pod, UTG Speed Loader, Gun Sling.      Features:  One Piece Precision Metal Barrel Adjustable Hop-up System  `;``;``;`http://www.pyramydair.com/images/UTG-Type-96-Green-Sniper-Airsoft-Rifle-w-Scope_LESOFT-S368GH.jpg`;`7.03`;`0.24`;`480.00`;`model`;``;`219.95`;`179.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/UTG-Type-96-Green-Sniper-Airsoft-Rifle-w-Scope_LESOFT-S368GH_sm.jpg`;`AIRSOFT GUNS`;`4712274522039`;`false
`
`PY-1304-2329`;`Thompson M1A1 Full-Metal Body AEG`;`Cybergun`;`Specifications: High power Automatic Electric Gun Velocity 466 with 0.12g and 380with 0.20g BBs  Energy: 1.21 Joule Metal body and gearbox  with simulated wood grain finish  Full metal gear box with reinforced steel gears and metal bushings  2-way adjustable rear sight for windage and elevation  Battery and charger included Works best with 0.20g BBs or heavier  Weight: 7 lbs Length: 32 inches   Note : The battery compartment in the butt of the rifle contains a dark grey foam insert. This can be removed using a cork screw or long wood screw to accommodate SDERBAT6-MINI.`;``;`Thompson M1A1 Full-Metal Body AEG Submachine GunSimulated wood stock (looks very realistic)`;`http://www.pyramydair.com/images/Thompson-M1A1-Metal-AEG_CG43900RS_01.jpg`;`5.44`;`0.24`;`370.00`;`submodel`;`PY-1304`;`229.99`;`174.95`;``;`100`;`CG71015`;`146.62`;`http://www.pyramydair.com/images/Thompson-M1A1-Metal-AEG_CG43900RS_sm.jpg`;`AIRSOFT GUNS`;`806481439007`;`false
`
`PY-1304-6586`;`Thompson M1A1 Full-Metal Body AEG`;`Cybergun`;`Specifications: High power Automatic Electric Gun Velocity 466 with 0.12g and 380with 0.20g BBs  Energy: 1.21 Joule Metal body and gearbox  with simulated wood grain finish  Full metal gear box with reinforced steel gears and metal bushings  2-way adjustable rear sight for windage and elevation  Battery and charger included Works best with 0.20g BBs or heavier  Weight: 7 lbs Length: 32 inches   Note : The battery compartment in the butt of the rifle contains a dark grey foam insert. This can be removed using a cork screw or long wood screw to accommodate SDERBAT6-MINI.`;``;`Thompson M1A1 Full-Metal AEG Airsoft Submachine Gun, Electronic Power Booster`;`http://www.pyramydair.com/images/Thompson-M1A1-Metal-AEG_CG43900RS_01.jpg`;`5.44`;`0.24`;`370.00`;`submodel`;`PY-1304`;`249.95`;`189.95`;``;`100`;`CG43900E`;`153.96`;`http://www.pyramydair.com/images/Thompson-M1A1-Metal-AEG_CG43900RS_sm.jpg`;`AIRSOFT GUNS`;`806481439007`;`false
`
`PY-1304`;`Thompson M1A1 Full-Metal Body AEG`;`Cybergun`;`Specifications: High power Automatic Electric Gun Velocity 466 with 0.12g and 380with 0.20g BBs  Energy: 1.21 Joule Metal body and gearbox  with simulated wood grain finish  Full metal gear box with reinforced steel gears and metal bushings  2-way adjustable rear sight for windage and elevation  Battery and charger included Works best with 0.20g BBs or heavier  Weight: 7 lbs Length: 32 inches   Note : The battery compartment in the butt of the rifle contains a dark grey foam insert. This can be removed using a cork screw or long wood screw to accommodate SDERBAT6-MINI.`;``;``;`http://www.pyramydair.com/images/Thompson-M1A1-Metal-AEG_CG43900RS_01.jpg`;`5.44`;`0.24`;`370.00`;`model`;``;`249.95`;`189.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/Thompson-M1A1-Metal-AEG_CG43900RS_sm.jpg`;`AIRSOFT GUNS`;`806481439007`;`false
`
`PY-1440`;`TSD Tactical Series SD700 - Black`;`TSD`;`Does not have sights! You must mount a scope on this gun!A great Airsoft Sniper Rifle for the price, soft quiet shot, higher velocity, and longer barrel for greater accuracy. The SD700 airsoft rifle is a replica used by law enforcement and field agents.  SD700LB includes:   Black Stock  Metal Barrel  Metal Bolt  Scope Rail  Functional Safety  `;``;``;`http://www.pyramydair.com/images/SD700LB_lg.jpg`;`8.86`;`0.24`;`450.00`;`model`;``;`199.95`;`149.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SD700LB_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1441`;`TSD Tactical Series SD700 - OD Green`;`TSD`;`A great repeating Sniper Rifle for the price, soft quiet shot, higher velocity, and longer barrel for greater accuracy. The SD700 airsoft rifle is a replica used by law enforcement and field agents.  SD700LW includes:   OD Green Stock  Metal Barrel  Metal Bolt  Scope Rail  Functional Safety  `;``;``;`http://www.pyramydair.com/images/SD700LOD_arisoft_lg.jpg`;`4.49`;`0.24`;`450.00`;`model`;``;`139.95`;`110.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SD700LOD_arisoft_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1445`;`UTG Type 96 Airsoft Sniper Rifle, Army Digital`;`UTG`;`Count on the UTG Type 96 Airsoft Sniper Rifle to deliver an awesome performance with every shot in the battlefield. This awesome gun sports high end components, and is extremely effective in long range shooting situations. The gun features a picatinny mounting rail system for attaching optional riflescopes, a high capacity 23 Rd magazine, and a shot velocity of 480 fps. An adjustable hop-up system allows airgunners to enjoy a consistent and accurate shooting experience. Airsoft enthusiasts looking for a sniper rifle with a great balance of looks, power, and precision, look no further. This gun has it all! The UTG Type 96 Airsoft Sniper Rifle comes with: Tri Rail Quick Release Bi-pod Adapter, UTG Weaver Rail Bi-pod, UTG Speedloader, Gun Sling.       Features:   Adjustable Hop-up System One Piece Precision Metal Barrel Spare 23 Rd Magazine High Power Pin-Point Accuracy Performance ABS Plastic Stock  `;``;``;`http://www.pyramydair.com/images/UTG-Type-96-Airsoft-Sniper-Rifle-Army-Digital_LESOFT-S368RH.jpg`;`6.80`;`0.24`;`480.00`;`model`;``;`229.95`;`179.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/UTG-Type-96-Airsoft-Sniper-Rifle-Army-Digital_LESOFT-S368RH_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1446`;`UTG Master Sniper Airsoft Rifle Army Digital Combo`;`UTG`;`Spring UTG Sniper Rifle Accushot Competition Master with Upgraded Gen. 5 Bolt FPS-460 with 0.2g BBs, Bipod, Airsoft Gun. The majority of this gun is metal.  Only the stock and trigger guard are ABS, the rest of the gun (barrel, trigger, receiver, ris rails, bolt and bolt handle) is metal. The gun alone is 6.5 lbs in weight, with attached accessories this gun is quite a handful, with all accessories, it weighs over 9 pounds!    Rubber coated bolt handle  Stock length is adjustable by adding 1 to 3 spacers behind the rubber butt pad functional adjustable hop-up switch  Ultra low noise firing ideal for sniping campaigns  Full metal  weaver rail bi-pod included Tactical sling included  Two 25 round magazines included  Compact loading tool included  Mechanism: Bolt action spring  New SILENT Bolt makes this the quietest airsoft gun around for IDEAL sniping  Compatible with .20, .25, .28, 0.43 g BBs Length 42-43.5 Inches  Effective range 200-220 feet  Comes with orange paint on the muzzle `;``;``;`http://www.pyramydair.com/images/SOFT-M324SR-B_scope_lg.jpg`;`5.90`;`0.24`;`460.00`;`model`;``;`174.95`;`134.99`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SOFT-M324SR-B_scope_sm.jpg`;`AIRSOFT GUNS`;`4712274524842`;`false
`
`PY-1488`;`Mauser Spring Airsoft Sniper Rifle`;`Cybergun`;` Bolt-action sniper rifle Full metal barrel & receiver ABS polymer body Adjustable stock Weaver/Picatinny rail Adjustable hop-up `;``;``;`http://www.pyramydair.com/images/MauserSR_1488.jpg`;`5.45`;`0.24`;`569.00`;`model`;``;`179.95`;`112.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/MauserSR_1488sm.jpg`;`AIRSOFT GUNS`;`806481147025`;`false
`
`PY-1623`;`TSD Tactical Series SD700 - Wood`;`TSD`;`A great repeating Sniper Rifle for the price, soft quiet shot, higher velocity, and longer barrel for greater accuracy. The SD700 airsoft rifle is a replica used by law enforcement and field agents.  SD700LW includes:   Simulated Wood Stock  Metal Barrel  Metal Bolt  Scope Rail  Functional Safety  `;``;``;`http://www.pyramydair.com/images/SD700LW_lg.jpg`;`4.08`;`0.24`;`450.00`;`model`;``;`139.95`;`110.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SD700LW_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1629`;`TSD Sniper Series SD700 Airsoft Rifle in 4 colors`;`TSD`;`The TSD Sniper Series SD700 Airsoft Rifle is the ultimate skirmish weapon of destruction. This awesome bolt-action gun is a realistic replica of the snipers used by law enforcement and military personnel in the field. The gun features a longer barrel for increased accuracy, a 30 Rd magazine, and a shot velocity of 420-450 fps (using .20g BBs). The majority of the sniper rifle is made of metal, only the stock and trigger guard are ABS plastic. Airsoft enthusiasts who are looking for a realistic rifle with awesome looks and incredible accuracy, look no further. Own your enemies and order today! The TSD Sniper Series SD700 Airsoft Rifle includes: Leapers Golden Image 4x32 Rifle Scope, UTG Deluxe Picatinny Foldable Metal Bipod, two 30 Rd Magazines, Gun Sling, and BB Speedloader.           Features:   Metal Barrel Metal Bolt Hop-up: Adjustable  Scope Rail Functional Safety   `;``;``;`http://www.pyramydair.com/images/SD700LW_1629_lg.jpg`;`3.86`;`0.24`;`450.00`;`model`;``;`159.95`;`129.99`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SD700LW_1629_sm.jpg`;`AIRSOFT GUNS`;`871110008787`;`false
`
`PY-1805`;`Kalashnikov AKM AEG Airsoft Rifle`;`Cybergun`;`The Kalashnikov AKM AEG is a high-powered airsoft weapon of destruction. This battle ready, semi/fully automatic AK-47 replica has a full metal body with imitation wood stock and foregrip. Users can switch between black or earth brown pistol grips by taking out a single screw. The gun features authentic Kalashnikov trademarks, a high-capacity 550 Rd magazine, and a shot velocity of 380 fps (using .20g BBs). The awesome high torque motor of the AKM allows it to fire over 13 shots in under 1 second! Airsoft enthusiasts, do not miss this gun! The Kalashnikov AKM AEG comes with two high-capacity 550 Rd magazines, a metal AK sight mount, 250 mah trickle charger, and a 1100 mah mini battery.      Features:  Adjustable Hop-Up  All Metal Gearbox Steel Gears  `;``;``;`http://www.pyramydair.com/images/Kalashnikov-AKM-AEG_CG120914_airsoft_lg.jpg`;`4.31`;`0.24`;`445.00`;`model`;``;`299.99`;`199.99`;``;``;``;`0.00`;`http://www.pyramydair.com/images/Kalashnikov-AKM-AEG_CG120914_airsoft_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-1842`;`AK47 Kalashnikov Tactical AEG Rifle`;`Cybergun`;` Semi & full automatic Durable steel gears Metal front section & bolt cover Foldable vertical grip Nylon fiber foldable stock Adjustable front & rear sights High-capacity magazine Adjustable spin up accuracy system Battery & charger included   Specifications  Velocity: 351 fps with 0.2g BBs Power Range: 66 yards 550 rd standard rifle magazine or 2500 rd drum magazine  Length: 2.30 feet, 3.05 feet with stock extended Weight: 6.8 lbs Accuracy: 50/25 (You can hit a quarter from 50 feet with .20g bbs) Shooting System: spin up system Color: black `;``;``;`http://www.pyramydair.com/images/CG12930_lg.jpg`;`4.31`;`0.24`;`380.00`;`model`;``;`299.99`;`199.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/CG12930_sm.jpg`;`AIRSOFT GUNS`;`806481129304`;`false
`
`PY-1869`;`Sniper Series SD700 Rifle in 3 colors`;`TSD`;`A great repeating Sniper Rifle for the price, soft quiet shot, higher velocity, and longer barrel for greater accuraccy. The SD700 airsoft rifle is a replica used by law enforcement and field agents.  Combo includes:  Swiss Arms 4x32 Scope Weaver/picatinny rings Leapers deluxe foldable metal bipod  Also included are (2) 30 round magazines, sling, and BB speedloader.`;``;``;`http://www.pyramydair.com/images/SD700Kit-n.jpg`;`5.22`;`0.24`;`450.00`;`model`;``;`159.95`;`125.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/SD700Kit-ns.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-2063`;`Bushmaster Predator AEG Airsoft Rifle`;`Bushmaster Airsoft`;`Dominate your battlefield competitors with the Crosman Bushmaster electric airsoft rifle. This professional-grade AEG has an extended barrel & foregrip and is a great alternative to the cqb-styled Carbon 15 Bushmaster AEG. The gun features a metal gearbox and plastic buttstock, a high-capacity 300 rd magazine, and a shot velocity of 320-330 fps (using .20g BBs). The Weaver/Picatinny rail lets you mount a rifle scope or red dot sight of your choice and the adjustable hop-up unit lets you hone unbeatable long distance accuracy in the battlefield. Pick up this gun for your next airsoft skirmish!     Full/semi-auto 300 rd magazine Metal gearbox Weaver/Picatinny scope rail Adjustable hop-up Sling swivels `;``;``;`http://www.pyramydair.com/images/CRSA-BM15PRKT_lg.jpg`;`4.88`;`0.24`;`330.00`;`model`;``;`329.99`;`219.99`;``;``;``;`0.00`;`http://www.pyramydair.com/images/CRSA-BM15PRKT_sm.jpg`;`AIRSOFT GUNS`;`028478132771`;`false
`
`PY-2169`;`Echo1 A.S.R Airsoft Spring Sniper Rifle w/Bipod`;`Echo1 USA Airsoft`;`The Echo1 A.S.R Airsoft Spring Sniper Rifle is a weapon that will strike fear into opponents on the battlefield. This spring-powered gun features a 22 Rd magazine, a shot velocity of 460-470 fps (using .20g BBs) and 420-440 fps (using .25g BBs), and a metal rail for mounting optional rifle scopes. The rifle also comes with a detachable metal bipod for increased shot accuracy. Airgunners will enjoy the ease of use and excellent firing power of this awesome rifle. Take aim and fire today! The Echo1 A.S.R Airsoft Spring Sniper Rifle includes three magazines, bipod, speedloader, two allen keys, and cleaning rod.        Features:  Bolt-action  Adjustable Hop-Up Model 4 LE stock and pistol grip Metal barrel and bolt assembly  `;``;``;`http://www.pyramydair.com/images/Echo1-JP-54_lg.jpg`;`4.31`;`0.24`;`470.00`;`model`;``;`149.95`;`134.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/Echo1-JP-54_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-2374`;`Echo 1 M28 Airsoft Sniper Rifle`;`Echo1 USA Airsoft`;`Take aim and fire with the Echo 1 M28 Sniper Rifle . This fearsome sniper sets the standard for powerful shot velocities and extreme accuracy. The gun features a lightly textured polymer stock for improved grip, an 18 Rd magazine, and shoots at a velocity of 520-530 fps (using .20g BBs), 450-460 fps (using .25g BBs), . The rifle also has a picatinny rail for mounting riflescopes, and an adjustable buttstock for maximum shooting comfort in the battlefield. Airsoft enthusiasts, do not miss this gun! The ECHO 1 M28 Sniper Rifle also comes with: Spare Magazine, BB Speed Loader, Bi-pod.       Features:  Spring Powered  Fluted Barrel  Adjustable Hop-up Adjustable Buttstock`;``;``;`http://www.pyramydair.com/images/Echo1-USA-M28-Sniper-Rifle_Echo1-JP-56_airsoft_lg.jpg`;`5.31`;`0.24`;`530.00`;`model`;``;`249.95`;`189.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/Echo1-USA-M28-Sniper-Rifle_Echo1-JP-56_airsoft_sm.jpg`;`AIRSOFT GUNS`;``;`false
`
`PY-2532`;`Firepower .45 Spring Airsoft Pistol, Metal Slide `;`Firepower`;`This Firepower spring pistol is an excellent weapon of choice for serious airsoft enthusiasts. This pistol is part of Firepower's Metal Slide series and the added weight of this metal slide lends a realistic look and feel to this gun. The gun features a functional safety, a 12 rd magazine, and a shot velocity of 328 fps (using .12g BBs). The gun also features a BAX hop-up system for improved long distance shooting accuracy. This pistol is great for extended airsoft skirmish play as it has very few breakable components in addition to extremely reliable spring-powered firing. Must be manually cocked for each shot.     Features:   Spring-powered Metal slide Functional safety BAX hop-up system `;``;``;`http://www.pyramydair.com/images/CG16102_lg.jpg`;`1.45`;`0.24`;`328.00`;`model`;``;`39.95`;`17.95`;``;``;``;`0.00`;`http://www.pyramydair.com/images/CG16102_sm.jpg`;`AIRSOFT GUNS`;`806481161052`;`false
`
