Prod_ID;Prod_model;Parent_ID;Prod_Status;Prod_tax;Prod_sort;Prod_lang;Product_Name;Manufacturer;Manuf_number;ProductDescription1;Images;Images_MED;Images_LRG;Weight;Caliber;Velocity;InStockQuantity;WNet;CAD;GST;Duty 6.5%;Shipping;Cad_COST;CAD_Selling;SmallImageURL;Prod_Category;PRODUCT_Cat_number
1;jsb17784;0;1;1;0;1;JSB Match Diabolo Exact .177 Cal, 8.4 Grains, Domed, 500ct;0;0;`Caliber:	0.177" (4.5mm)

Ammo Type:	Pellets

Weight:	8.4gr

Pellet Shape:	

Head Size:	4.52 mm

Quantity:	500`;subproducts/j17784.jpg;subproducts/j17784.jpg;subproducts/j17784.jpg;0.35;;;0;;;;;;;12;subproducts/j17784.jpg;;2
2;jsb17773;0;1;1;0;1;JSB Match Diabolo Exact RS .177 Cal, 7.33 Grains, Domed, 500ct;0;0;`Caliber:	0.177" (4.5mm)

Ammo Type:	Pellets

Suggested for:	Target practice/Fun

Weight:	7.33gr

Pellet Shape:	

Head Size:	4.52 mm

Quantity:	500`;subproducts/jsb733.jpg;subproducts/jsb733.jpg;subproducts/jsb733.jpg;0.45;;;0;;;;;;;12;subproducts/jsb733.jpg;;2
3;REM-23711;0;1;1;0;1;L223R3 UMC 223 REM 55GR FMJ AMMO box 20;0;0;`20 rounds per box, 10 boxes per case, 5 cases per 1000 round lot

Remington 223 with brass cases that are fully reloadable, non-magnetic 55 grain FMJ bullet. Ideal for target practice`;subproducts/l223r3.jpg;subproducts/l223r3.jpg;subproducts/l223r3.jpg;0.35;;;10;;;;;;;10.99;subproducts/l223r3.jpg;;1
4;sw686;0;1;1;0;1;Smith & Wesson 686 - .357 Magnum;0;0;`Model: 686P

Caliber: .357MAG/.38+P

Capacity: 7 Rounds

Barrel Length: 6"

Front Sight: Red Ramp Front

Rear Sight: White Outline Adjustable Rear

Grip: Rubber Grips

Frame: Medium

Finish: Satin Stainless

Overall Length: 12"

Material: Stainless Steel
`;subproducts/sw686.jpg;subproducts/sw686.jpg;subproducts/sw686.jpg;2;;;1;;;;;;;989.99;subproducts/sw686.jpg;;3
5;sxp;0;1;1;0;1;Winchester® SXP Marine Defender Pump-Action Shotgun;0;0;`Winchester

Winchester® SXP Marine Defender Pump-Action Shotgun





        Inflex Technology recoil pad reduces flinch and fatigue

        Tactical-ribbed forearm provides enhanced control

        Textured, non-slip stock



From wet and windy days on`;subproducts/sxp.jpg;subproducts/sxp.jpg;subproducts/sxp.jpg;3;;;1;;;;;;;399.99;subproducts/sxp.jpg;;3
6;556e;0;1;1;0;1;Ruger SR-556E;0;0;`R-556E Autoloading Rifle 5.56mm NATO/.223 Remington 16.12 Inch Barrel Black Anodized Finish 6-Position Stock A2-Style Pistol Grip.

 This is a Restricted Firearm.

Features a round, lightweight adaptable handguard with a full-length Picatinny rail at the `;subproducts/sr556e.jpg;subproducts/sr556e.jpg;subproducts/sr556e.jpg;3;;;1;;;;;;;1299.99;subproducts/sr556e.jpg;;3
7;jsb17710;0;1;1;0;1;JSB Diabolo Exact Heavy .177 Cal, 10.34 Grains, Domed, 500ct;0;0;`Caliber:	0.177" (4.5mm)

Ammo Type:	Pellets

Weight:	10.34gr

Pellet Shape:	

Head Size:	4.52 mm

Quantity:	500`;subproducts/jsb1034.jpg;subproducts/jsb1034.jpg;subproducts/jsb1034.jpg;0.35;;;1;;;;;;;16;subproducts/jsb1034.jpg;;2
8;jsb177134;0;1;1;0;1;JSB Exact Monster .177 Cal, 13.4 Grains, Cylindrical, 400ct;0;0;`Caliber:	0.177" (4.5mm)

Ammo Type:	Pellets

Weight:	13.4gr

Pellet Shape:	

Quantity:	400`;subproducts/JSB177134.jpg;subproducts/JSB177134.jpg;subproducts/JSB177134.jpg;0.45;;;4;;;;;;;14;subproducts/JSB177134.jpg;;2
9;czombie;0;1;1;0;1;Crosman Zombie Field Target, 4 Kill-Zone Reducers, Reset String;0;0;`Crosman zombie field target

    1-1/2" kill zone in zombie&#39;s forehead

    Hit the kill zone with your pellet, and the entire zombie head falls flat

    Heavy steel construction

    Pull the reset string to pull the zombie target upright, again

  `;subproducts/zombie.jpg;subproducts/zombie.jpg;subproducts/zombie.jpg;1.5;;;2;;;;;;;29.99;subproducts/zombie.jpg;;5
10;gsqu;0;1;1;0;1;Gamo Squirrel Field Target w/4 Kill-Zone Reducers;0;0;Great airgun fun. When the colored kill zone is hit, the target falls. To reset, simply pull the cord. Target and kill-zone reducers are solid steel construction. Includes anchoring stakes and reset pull cord. These targets are intended for use with .177-;subproducts/gsquirrel.jpg;subproducts/gsquirrel.jpg;subproducts/gsquirrel.jpg;1.5;;;2;;;;;;;29.99;subproducts/gsquirrel.jpg;;5
11;gsil;0;1;1;0;1;GAMO Interchangeable Silhouettes for GAMO Knock-Over Squirrel Ta;0;0;`For use with the GAMO Squirrel Knock-Over Target (Sold Separately) these replacement Faceplate&#39;s give you the option of replacing the default Squirrel silhouette with your choice of Rabbit, Chicken, Turkey, Pig, Pigeon or Ram silhouettes. The scoring `;subproducts/silhouettes.jpg;subproducts/silhouettes.jpg;subproducts/silhouettes.jpg;1.5;;;2;;;;;;;29.99;subproducts/silhouettes.jpg;;5
13;38special;0;1;1;0;1;GECO 38 SPECIAL 158GR JHP;0;0;`.38 Special - 10,2 g / 158 gr

Geco revolver ammunition

FMJ (Full Metal Jacket)



FMJ bullets have a technically simple design that is favorable for production, making them especially interesting for shooters who engage in intensive training. The ogival`;subproducts/38special.png;subproducts/38special.png;subproducts/38special.png;0.45;;;2;;;;;;;28.99;subproducts/38special.png;;1
14;22trace;0;1;1;0;1;Pinery .22 Tracer Red Ammo Box 50;0;0;`Our .22LR Rimfire Cartridges are designed for use in rifles, and will function in most auto-loading firearms. They are visible in day or night, and our brightly colored tracers can provide immediate feedback for shooting practices.



They are available i`;subproducts/22trace.jpg;subproducts/22trace.jpg;subproducts/22trace.jpg;0.35;;;1;;;;;;;39.99;subproducts/22trace.jpg;;1
18;HOP-24011V;0;1;1;0;1;BORESNAKE 22/223 5.56 CAL RIFLE VIPER;0;0;`NEW BORESNAKE® VIPER



Everything you love about the BoreSnake plus better cleaning and superior strength.



    Brass weight on the pull cord is stamped with size

    50% more brush cleaning power

    Cone-shaped bore guide on the leading end

    Ny`;subproducts/VIPER.JPG;subproducts/VIPER.JPG;subproducts/VIPER.JPG;0.25;;;1;;;;;;;24.99;subproducts/VIPER.JPG;;7
19;HOP-24035V;0;1;1;0;1;BORESNAKE 12 GAUGE SHOTGUN VIPER;0;0;`NEW BORESNAKE® VIPER



Everything you love about the BoreSnake plus better cleaning and superior strength.



    Brass weight on the pull cord is stamped with size

    50% more brush cleaning power

    Cone-shaped bore guide on the leading end

    Ny`;subproducts/VIPER.JPG;subproducts/VIPER.JPG;subproducts/VIPER.JPG;0.35;;;10;;;;;;;27.99;subproducts/VIPER.JPG;;7
20;HOP-24002V;0;1;1;0;1;BORESNAKE 9MM 38/357 PISTOL VIPER;0;0;`NEW BORESNAKE® VIPER



Everything you love about the BoreSnake plus better cleaning and superior strength.



    Brass weight on the pull cord is stamped with size

    50% more brush cleaning power

    Cone-shaped bore guide on the leading end

    Ny`;subproducts/VIPER.JPG;subproducts/VIPER.JPG;subproducts/VIPER.JPG;0.25;;;1;;;;;;;24.99;subproducts/VIPER.JPG;;7
21;HOP-24015V;0;1;1;0;1;BORESNAKE 30-308 CAL RIFLE VIPER;0;0;`NEW BORESNAKE® VIPER



Everything you love about the BoreSnake plus better cleaning and superior strength.



